,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2.AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
15793,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/15/2003,Parts per billion,26.478261,42,19,40,Parts per million,0.014208,0.022,10,19,Parts per billion,4.304348,12,18,17,Parts per million,1.154167,1.5,3,17
15797,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/16/2003,Parts per billion,13.434783,26,18,25,Parts per million,0.023833,0.036,9,31,Parts per billion,2.434783,4,5,6,Parts per million,0.666667,0.9,0,10
15801,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/17/2003,Parts per billion,27.869565,44,9,42,Parts per million,0.008083,0.014,10,12,Parts per billion,3.434783,5,5,7,Parts per million,1.170833,1.8,10,20
15805,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/18/2003,Parts per billion,31.956522,42,15,40,Parts per million,0.008542,0.018,10,15,Parts per billion,4.391304,11,14,16,Parts per million,1.208333,1.7,8,19
15809,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/19/2003,Parts per billion,27.869565,46,8,43,Parts per million,0.022042,0.032,21,27,Parts per billion,4.304348,11,19,16,Parts per million,1.5125,2.5,8,28
15813,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/20/2003,Parts per billion,23.173913,39,22,37,Parts per million,0.017917,0.03,9,25,Parts per billion,3.130435,5,5,7,Parts per million,0.9625,1.3,23,15
15817,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/21/2003,Parts per billion,35.217391,46,18,43,Parts per million,0.009375,0.022,9,19,Parts per billion,3.73913,6,5,9,Parts per million,1.595833,2.2,7,25
15821,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/22/2003,Parts per billion,22,35,5,33,Parts per million,0.025667,0.036,9,31,Parts per billion,3,5,5,7,Parts per million,1.204167,1.8,4,20
15825,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/23/2003,Parts per billion,6.956522,14,12,13,Parts per million,0.034292,0.04,8,34,Parts per billion,2.043478,4,5,6,Parts per million,0.641667,0.7,0,8
15829,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/24/2003,Parts per billion,11.782609,32,7,30,Parts per million,0.02875,0.037,9,31,Parts per billion,2.043478,4,5,6,Parts per million,0.695833,0.8,8,9
15833,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/25/2003,Parts per billion,14.26087,26,16,25,Parts per million,0.022958,0.03,7,25,Parts per billion,2.26087,5,5,7,Parts per million,0.729167,0.8,10,9
15837,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/26/2003,Parts per billion,20.043478,37,8,35,Parts per million,0.0235,0.035,21,30,Parts per billion,2.869565,5,5,7,Parts per million,1.104167,1.7,9,19
15841,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/27/2003,Parts per billion,23.043478,46,21,43,Parts per million,0.017792,0.029,10,25,Parts per billion,2.826087,8,22,11,Parts per million,0.908333,1.1,10,13
15845,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2/28/2003,Parts per billion,30.73913,42,21,40,Parts per million,0.013292,0.028,10,24,Parts per billion,2.782609,5,0,7,Parts per million,1.420833,1.8,7,20
15849,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/1/2003,Parts per billion,23,39,0,37,Parts per million,0.019,0.037,10,31,Parts per billion,3,5,1,7,Parts per million,1.058333,1.3,2,15
15853,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/2/2003,Parts per billion,20.043478,35,1,33,Parts per million,0.023875,0.044,10,37,Parts per billion,2.347826,5,5,7,Parts per million,1.1125,1.6,7,18
15857,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/3/2003,Parts per billion,28.130435,41,8,39,Parts per million,0.014917,0.023,11,19,Parts per billion,2.956522,6,16,9,Parts per million,1.3,1.9,9,22
15861,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/4/2003,Parts per billion,28.304348,37,15,35,Parts per million,0.007958,0.014,7,12,Parts per billion,3.217391,8,17,11,Parts per million,0.6875,1,0,11
15865,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/5/2003,Parts per billion,29.434783,37,7,35,Parts per million,0.01275,0.026,12,22,Parts per billion,2.73913,8,13,11,Parts per million,0.858333,1.5,8,17
15869,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/6/2003,Parts per billion,32.565217,53,10,50,Parts per million,0.012458,0.031,11,26,Parts per billion,3.130435,10,10,14,Parts per million,0.845833,1.5,8,17
15873,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/7/2003,Parts per billion,34.173913,45,10,42,Parts per million,0.015667,0.035,12,30,Parts per billion,2.826087,7,12,10,Parts per million,0.729167,1.1,8,13
15877,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/8/2003,Parts per billion,25.391304,42,1,40,Parts per million,0.024292,0.041,10,35,Parts per billion,2.391304,8,14,11,Parts per million,0.579167,1,5,11
15881,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/9/2003,Parts per billion,32.304348,59,9,56,Parts per million,0.025083,0.059,11,50,Parts per billion,2.347826,5,10,7,Parts per million,0.675,1.3,10,15
15885,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/10/2003,Parts per billion,42.956522,64,10,62,Parts per million,0.016917,0.033,12,28,Parts per billion,4.391304,18,13,26,Parts per million,0.858333,1.3,9,15
15889,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/11/2003,Parts per billion,25.782609,44,15,42,Parts per million,0.027875,0.036,10,31,Parts per billion,2.869565,7,15,10,Parts per million,0.608333,0.9,16,10
15893,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/12/2003,Parts per billion,24.913043,41,16,39,Parts per million,0.0235,0.029,8,25,Parts per billion,2.73913,13,13,19,Parts per million,0.533333,0.7,17,8
15897,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/13/2003,Parts per billion,27.173913,49,14,46,Parts per million,0.0295,0.045,16,38,Parts per billion,4.043478,10,10,14,Parts per million,0.633333,0.9,11,10
15901,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/14/2003,Parts per billion,19.391304,35,15,33,Parts per million,0.017125,0.028,0,24,Parts per billion,1.869565,5,14,7,Parts per million,0.516667,0.7,13,8
15905,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/15/2003,Parts per billion,14.608696,25,6,24,Parts per million,0.017167,0.027,21,23,Parts per billion,1.608696,3,0,4,Parts per million,0.475,0.5,0,6
15909,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/16/2003,Parts per billion,8.173913,18,7,17,Parts per million,0.030208,0.037,9,31,Parts per billion,1.826087,3,11,4,Parts per million,0.329167,0.4,9,5
15913,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/17/2003,Parts per billion,13.782609,38,6,36,Parts per million,0.031875,0.038,12,32,Parts per billion,0.913043,2,5,3,Parts per million,0.433333,0.6,11,7
15917,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/18/2003,Parts per billion,12.26087,20,15,19,Parts per million,0.029208,0.037,14,31,Parts per billion,0.869565,1,0,1,Parts per million,0.395833,0.5,10,6
15921,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/19/2003,Parts per billion,28.826087,45,19,42,Parts per million,0.017208,0.03,9,25,Parts per billion,2,6,19,9,Parts per million,0.7,0.9,7,10
15925,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/20/2003,Parts per billion,24.956522,44,17,42,Parts per million,0.02,0.037,9,31,Parts per billion,1.73913,6,17,9,Parts per million,0.6625,0.8,12,9
15929,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/21/2003,Parts per billion,33.869565,50,22,47,Parts per million,0.016292,0.033,10,28,Parts per billion,2.695652,10,13,14,Parts per million,0.783333,1.1,10,13
15933,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/22/2003,Parts per billion,33.217391,48,11,45,Parts per million,0.02075,0.04,10,34,Parts per billion,2.73913,11,11,16,Parts per million,1.120833,1.6,4,18
15937,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/23/2003,Parts per billion,23.26087,34,2,32,Parts per million,0.025958,0.04,9,34,Parts per billion,2.782609,10,12,14,Parts per million,0.75,1.1,6,13
15941,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/24/2003,Parts per billion,19.913043,37,21,35,Parts per million,0.018083,0.029,0,25,Parts per billion,2,5,2,7,Parts per million,0.5125,0.7,20,8
15945,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/25/2003,Parts per billion,34.043478,47,11,44,Parts per million,0.015167,0.032,11,27,Parts per billion,1.73913,4,12,6,Parts per million,0.920833,1.2,10,14
15949,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/26/2003,Parts per billion,29.173913,44,11,42,Parts per million,0.017167,0.032,23,27,Parts per billion,3.043478,15,10,21,Parts per million,0.929167,1.3,7,15
15953,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/27/2003,Parts per billion,17.130435,32,23,30,Parts per million,0.028,0.039,11,33,Parts per billion,0.478261,1,0,1,Parts per million,0.5375,0.7,10,8
15957,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/28/2003,Parts per billion,18.956522,42,17,40,Parts per million,0.030875,0.044,8,37,Parts per billion,0.521739,5,3,7,Parts per million,0.654167,0.9,7,10
15961,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/29/2003,Parts per billion,28.652174,50,8,47,Parts per million,0.022708,0.047,11,40,Parts per billion,1.173913,3,5,4,Parts per million,0.816667,1.5,9,17
15965,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/30/2003,Parts per billion,25.434783,52,0,49,Parts per million,0.033208,0.058,10,49,Parts per billion,1.347826,4,14,6,Parts per million,0.983333,1.8,4,20
15969,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,3/31/2003,Parts per billion,39.130435,57,7,54,Parts per million,0.03,0.048,21,41,Parts per billion,2.565217,8,11,11,Parts per million,1.0375,1.6,8,18
15973,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/1/2003,Parts per billion,15.434783,35,19,33,Parts per million,0.034167,0.044,0,37,Parts per billion,1.304348,4,16,6,Parts per million,0.466667,0.7,0,8
15977,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/2/2003,Parts per billion,14.217391,28,6,26,Parts per million,0.035542,0.041,10,35,Parts per billion,1.130435,5,3,7,Parts per million,0.3125,0.4,0,5
15981,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/3/2003,Parts per billion,22.695652,48,5,45,Parts per million,0.026833,0.044,9,37,Parts per billion,0.913043,3,8,4,Parts per million,0.508333,0.8,10,9
15985,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/4/2003,Parts per billion,22.434783,40,3,38,Parts per million,0.029375,0.042,11,36,Parts per billion,1.304348,6,8,9,Parts per million,0.5625,0.7,7,8
15989,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/5/2003,Parts per billion,17.043478,41,5,39,Parts per million,0.031125,0.046,8,39,Parts per billion,0.565217,2,5,3,Parts per million,0.466667,0.6,8,7
15993,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/6/2003,Parts per billion,24.608696,45,0,42,Parts per million,0.024917,0.044,10,37,Parts per billion,1.304348,6,12,9,Parts per million,0.666667,0.9,6,10
15997,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/7/2003,Parts per billion,41,60,23,57,Parts per million,0.017875,0.033,10,28,Parts per billion,1.826087,4,13,6,Parts per million,0.891667,1.3,8,15
16001,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/8/2003,Parts per billion,40.391304,65,7,63,Parts per million,0.026,0.048,13,41,Parts per billion,1.347826,4,6,6,Parts per million,0.958333,1.6,10,18
16005,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/9/2003,Parts per billion,45.086957,92,12,91,Parts per million,0.029792,0.052,13,44,Parts per billion,2.782609,21,12,30,Parts per million,1.108333,1.8,9,20
16009,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/10/2003,Parts per billion,17.478261,32,18,30,Parts per million,0.036792,0.043,10,36,Parts per billion,1.347826,3,13,4,Parts per million,0.391667,0.5,0,6
16013,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/11/2003,Parts per billion,12.869565,29,14,27,Parts per million,0.028792,0.033,0,28,Parts per billion,1.304348,6,13,9,Parts per million,0.429167,0.6,12,7
16017,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/12/2003,Parts per billion,10.869565,28,5,26,Parts per million,0.031583,0.038,6,32,Parts per billion,1.347826,5,5,7,Parts per million,0.358333,0.4,10,5
16021,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/13/2003,Parts per billion,8.565217,24,6,23,Parts per million,0.026208,0.033,8,28,Parts per billion,1.304348,8,6,11,Parts per million,0.354167,0.4,10,5
16025,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/14/2003,Parts per billion,25,49,18,46,Parts per million,0.022875,0.031,21,26,Parts per billion,1.826087,5,19,7,Parts per million,0.545833,0.8,19,9
16029,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/15/2003,Parts per billion,22.217391,39,9,37,Parts per million,0.024208,0.038,12,32,Parts per billion,2.521739,9,14,13,Parts per million,0.6625,0.9,9,10
16033,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/16/2003,Parts per billion,25.347826,43,1,41,Parts per million,0.025542,0.039,12,33,Parts per billion,1.565217,9,11,13,Parts per million,0.75,1.2,10,14
16037,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/17/2003,Parts per billion,24.304348,49,9,46,Parts per million,0.022083,0.031,13,26,Parts per billion,1.652174,8,9,11,Parts per million,0.758333,1.3,11,15
16041,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/18/2003,Parts per billion,19.130435,36,5,34,Parts per million,0.029625,0.041,13,35,Parts per billion,1.826087,5,7,7,Parts per million,0.616667,0.8,11,9
16045,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/19/2003,Parts per billion,19.869565,34,3,32,Parts per million,0.0295,0.052,12,44,Parts per billion,1.521739,7,13,10,Parts per million,0.579167,0.7,6,8
16049,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/20/2003,Parts per billion,29.043478,55,11,52,Parts per million,0.033917,0.053,12,45,Parts per billion,2.391304,15,12,21,Parts per million,0.958333,1.4,6,16
16053,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/21/2003,Parts per billion,10.782609,21,5,20,Parts per million,0.038583,0.042,10,36,Parts per billion,0.565217,2,5,3,Parts per million,0.545833,0.6,3,7
16057,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/22/2003,Parts per billion,14.130435,33,20,31,Parts per million,0.036333,0.043,9,36,Parts per billion,0.521739,2,22,3,Parts per million,0.579167,0.7,11,8
16061,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/23/2003,Parts per billion,16.304348,33,6,31,Parts per million,0.034792,0.043,10,36,Parts per billion,0.652174,3,14,4,Parts per million,0.7375,0.9,11,10
16065,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/24/2003,Parts per billion,15.782609,39,6,37,Parts per million,0.029083,0.041,8,35,Parts per billion,0.652174,3,11,4,Parts per million,0.704167,0.9,9,10
16069,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/25/2003,Parts per billion,13.434783,27,8,25,Parts per million,0.026833,0.038,12,32,Parts per billion,0.391304,4,8,6,Parts per million,0.670833,0.8,9,9
16073,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/26/2003,Parts per billion,18,33,5,31,Parts per million,0.0295,0.045,10,38,Parts per billion,1,6,13,9,Parts per million,0.758333,0.9,10,10
16077,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/27/2003,Parts per billion,14.086957,28,5,26,Parts per million,0.030458,0.043,9,36,Parts per billion,1.130435,6,14,9,Parts per million,0.691667,0.7,0,8
16081,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/28/2003,Parts per billion,21.391304,42,10,40,Parts per million,0.023,0.032,15,27,Parts per billion,1.26087,7,10,10,Parts per million,0.904167,1.2,10,14
16085,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/29/2003,Parts per billion,15.956522,36,5,34,Parts per million,0.030458,0.04,9,34,Parts per billion,0.782609,4,12,6,Parts per million,0.808333,1,9,11
16089,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,4/30/2003,Parts per billion,20,36,5,34,Parts per million,0.025167,0.041,10,35,Parts per billion,1.347826,8,7,11,Parts per million,0.825,1,9,11
16093,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,5/1/2003,Parts per billion,23.086957,40,18,38,Parts per million,0.027792,0.039,9,33,Parts per billion,1.695652,6,15,9,Parts per million,0.975,1.3,8,15
16097,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,5/2/2003,Parts per billion,12.608696,33,6,31,Parts per million,0.03025,0.037,7,31,Parts per billion,0.347826,1,0,1,Parts per million,0.775,0.9,16,10
16101,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,5/3/2003,Parts per billion,8.043478,21,7,20,Parts per million,0.029417,0.036,9,31,Parts per billion,0.434783,2,8,3,Parts per million,0.708333,0.8,13,9
16105,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,5/4/2003,Parts per billion,8.347826,20,5,19,Parts per million,0.030542,0.041,8,35,Parts per billion,0.434783,2,11,3,Parts per million,0.670833,0.7,0,8
16109,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,5/5/2003,Parts per billion,21.608696,37,6,35,Parts per million,0.027333,0.036,8,31,Parts per billion,1.73913,7,6,10,Parts per million,0.916667,1,6,11
16113,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,5/6/2003,Parts per billion,16.434783,32,16,30,Parts per million,0.031227,0.041,7,35,Parts per billion,0.652174,5,16,7,Parts per million,0.970833,1.1,10,13
